nickname,subclass,전투력
따인,카인,35333563.0
찬쩝,카인,119032578.0
카인쉽지않네,카인,77004483.0
민유카,카인,215323177.0
나밥줘배고파,카인,67938082.0
도지카인,카인,90072885.0
살인자아벨,카인,73656249.0
금돈,카인,101447527.0
활일까요,카인,161939164.0
잘생긴미화원,카인,108734100.0
삐밋,카인,175383159.0
최카중,카인,123764877.0
댕냥네코,카인,110698982.0
뜻의,카인,344297639.0
성쑤쿤,카인,117067706.0
러빙모카,카인,32995759.0
떠걱,카인,82397232.0
김쇼크얌,카인,157197068.0
청신교,카인,74157441.0
푸계,카인,181405221.0
창백한꽃잎,카인,129605531.0
서성광,카인,180235590.0
mz카인,카인,36373481.0
슬라늄,카인,82175432.0
쑤jo,카인,115240807.0
고지,카인,68309906.0
죠수,카인,40381792.0
소러,카인,149888074.0
껌팡,카인,57781612.0
칠흙감자,카인,236594954.0
맨인카인,카인,117915579.0
장으녁,카인,148744044.0
Narcosis,카인,163165078.0
뮤님,카인,146805291.0
마백,카인,175636446.0
뚜감정,카인,88150205.0
투숙,카인,284989703.0
해운대기린,카인,135508790.0
눈꽃이샤랄라,카인,130775765.0
Klyne,카인,473766700.0
휘녕,카인,219727892.0
재생임,카인,106876566.0
잇뽀카인,카인,263225380.0
추매,카인,58002592.0
카인온니,카인,330172962.0
첼리카인,카인,124086916.0
카형,카인,134094325.0
천향님님,카인,251603582.0
24진우,카인,125891797.0
엉덩이가뀨잉,카인,102651560.0
뷔우,카인,141198199.0
말랑말랑오랑,카인,188662071.0
공듀커피,카인,102705330.0
귀의,카인,354739563.0
우쑤,카인,113870658.0
메디컬,카인,154713037.0
카이니간카인,카인,88743295.0
느벙,카인,119813105.0
툴렌,카인,27875458.0
피칠갑,카인,198408872.0
배쮜배쮜,카인,129539481.0
신념신조,카인,86045519.0
난치병,카인,169279236.0
타쪽,카인,137975445.0
검은색조각,카인,105408081.0
이새리야,카인,150766329.0
IIISTP,카인,127366657.0
서강대,카인,257016046.0
제리안녕,카인,108818610.0
빈모,카인,34060959.0
김만떽,카인,192948466.0
현콩,카인,82003197.0
더덜,카인,112462659.0
뉴팡소,카인,84034155.0
데린,카인,36403653.0
ZGHDUD,카인,115870639.0
천송,카인,72429493.0
칠억,카인,154146747.0
심승,카인,314898402.0
키키주언,카인,154306326.0
카인병단,카인,87221097.0
괴격,카인,99364246.0
처분,카인,148949757.0
감zr옹심ol,카인,176540823.0
Mr장카인,카인,184843595.0
좋은운,카인,234818482.0
단고,카인,454672532.0
조민권,카인,80103669.0
디포제,카인,117137786.0
벱하,카인,144572819.0
킁쨈,카인,136300599.0
죄챔,카인,178943712.0
전세단,카인,160926180.0
채인이당,카인,30158536.0
쨔냅,카인,239934550.0
까눅아,카인,178433849.0
루즐이,카인,218894332.0
레빌,카인,14393504.0
선후융,카인,36062977.0
우기보러감,카인,122659291.0
희카준인,카인,166422384.0
쁘잇,카인,91844420.0
카바몬,카인,185154133.0
빵시월,카인,316744916.0
카인꿀잼띠,카인,158164100.0
일서콩,카인,79220946.0
룡이카인,카인,29170107.0
베각,카인,189464107.0
우상민,카인,49021808.0
꿈돌이카인,카인,275960694.0
모부기,카인,147807318.0
균스정,카인,294604134.0
잎딪,카인,91600267.0
황제용붕이,카인,177601082.0
꼬마용씨,카인,95474472.0
궁수하는근수,카인,33322347.0
흑운장,카인,120793066.0
울부짖는역린,카인,168344541.0
강지초,카인,105357517.0
카인쨩오이시,카인,253776880.0
염봉남,카인,73440403.0
솔류,카인,254830533.0
부카인v,카인,111514999.0
펩시o라임,카인,89577183.0
전찬범,카인,127301891.0
광씨,카인,197575624.0
흐린날그믐달,카인,143423716.0
짝뀌,카인,78583821.0
페OI탈,카인,153162370.0
활쏘는한비,카인,126139928.0
블랙난격,카인,270543295.0
미료,카인,134831547.0
6007,카인,142450030.0
야았,카인,28214147.0
진범이,카인,136665870.0
살영속,카인,83210527.0
이상윤,카인,160104125.0
뭉설호,카인,78765177.0
약경자,카인,186054068.0
슝카인,카인,159493820.0
쪼재,카인,188729456.0
진츠,카인,174160550.0
두목행님짱,카인,76598182.0
시또,카인,159579710.0
승뿌이,카인,115619770.0
당근조아,카인,168338135.0
보고싶은외모,카인,39233497.0
끝은행복하길,카인,174318214.0
흥레카,카인,15732936.0
어둠왕뽀또,카인,138976333.0
어휴꼬카인,카인,67216654.0
머슴쥐,카인,188310969.0
힘숨찐권끙재,카인,198976244.0
이겅,카인,141229482.0
onetwostep,카인,125501374.0
니꽁,카인,152597112.0
따릉쫑,카인,28386987.0
모까지,카인,0.0
순수과즙,카인,49482336.0
땃누리,카인,143956636.0
꾸은징징이,카인,123210464.0
완형,카인,149592212.0
잉멩,카인,2793770.0
안서동김피탕,카인,79381136.0
카인쌔린다,카인,118482392.0
카인청송이,카인,114650124.0
백잉삭,카인,52981472.0
허니비카인,카인,110171993.0
멍가양,카인,200698459.0
가멸댜,카인,92449879.0
쉐인카인,카인,135464306.0
퓨격,카인,88416246.0
류카윈,카인,76523428.0
메뿌,카인,111241455.0
헨젤남,카인,128638492.0
곽지상현,카인,57902637.0
디나스테스,카인,127429970.0
꼰대수카인,카인,137351226.0
미운우리카인,카인,155627890.0
셸부,카인,34462463.0
핵삐리,카인,41275694.0
늘테,카인,97927277.0
모잉이잉,카인,158321304.0
검해인,카인,249535429.0
윤덕진,카인,129852242.0
815기전승규,카인,228112045.0
웅씸,카인,121684292.0
꾸뎐,카인,93725251.0
쟁니,카인,143122939.0
가현님의노예,카인,133120433.0
랙좀,카인,45368011.0
쥬닝,카인,93263943.0
읽기,카인,78852909.0
셈인,카인,15787934.0
모롱꺼카인,카인,72596318.0
Dully,카인,121628619.0
운칠,카인,25914790.0
카인이왜뭐,카인,177713986.0
막대기분출기,카인,98433228.0
카인곰탱이,카인,193281153.0
스누피o커피,카인,135851751.0
골반이,카인,52794709.0
황곰범,카인,84466719.0
소희라,카인,136232269.0
이게뭔궁수임,카인,190355607.0
서상현,카인,143204706.0
딴빈,카인,0.0
박하늘,카인,81319664.0
헨트,카인,180423278.0
중주,카인,149690581.0
유미더기,카인,87609177.0
플슈,카인,120156281.0
카블서,카인,94029954.0
딥워터,카인,92826558.0
조준니착각에,카인,82567503.0
먹딩,카인,291319512.0
맥겐,카인,120696119.0
뚠라잇,카인,91860413.0
카v인,카인,112935894.0
겨훌,카인,103125254.0
다크로듀,카인,227646938.0
봉황단,카인,15389527.0
유연길잡이,카인,84395318.0
킹오브이글,카인,99348386.0
심심할땐공부,카인,202254809.0
이미빈,카인,32865145.0
밍섬,카인,59809873.0
퓐업,카인,90662642.0
현멸,카인,103682818.0
영카인,카인,108188889.0
앓이,카인,121090099.0
문텔,카인,93273038.0
애쁘우,카인,123545682.0
둘송,카인,138905678.0
검은머리쿠팡,카인,117280833.0
백재성,카인,114210382.0
고마웠어흑람,카인,54712485.0
진이네진,카인,146064997.0
김희솔,카인,142088921.0
카뺀지,카인,139059945.0
로폭,카인,106930421.0
딕티,카인,79801143.0
문록수,카인,127414193.0
볶짬면,카인,176777872.0
알파99포대,카인,31696835.0
bc카이인,카인,93190446.0
수인카인,카인,435239280.0
쿠쭝,카인,20739297.0
퐁퐁오구,카인,68320912.0
쫑앤만두,카인,28138609.0
캐띠우드누나,카인,234054536.0
준쿠,카인,139859426.0
우부태,카인,108113094.0
개둥쿤,카인,121510772.0
김가인송혜교,카인,95486330.0
카프레테,카인,31879846.0
르기노스,카인,105416681.0
더스트카인,카인,160100690.0
진보수,카인,47533013.0
쏘고낑,카인,169955952.0
킴대돌,카인,16893891.0
베드,카인,86086909.0
소심한풍선,카인,119648728.0
검은흑염룡다,카인,271200713.0
기욤종현,카인,24637897.0
숙명x카인,카인,49509604.0
물염,카인,85462385.0
듀니카인,카인,67309149.0
양시스템,카인,332939278.0
랜덤랜덤카인,카인,28453759.0
카인할텨,카인,212489630.0
적일야,카인,329733214.0
포뇻,카인,72597461.0
캬까,카인,93941036.0
입랑,카인,98709171.0
보랑,카인,142735875.0
카인지림,카인,182841642.0
0r론,카인,82176176.0
펜타킬러카인,카인,104372132.0
벌꿀감귤,카인,129620128.0
켠솔,카인,113503320.0
씌릉,카인,71655827.0
기왁마,카인,68437531.0
만보와맨보,카인,83703389.0
서설밤,카인,7458364.0
불샷,카인,208417879.0
58호닭,카인,44077140.0
활쟁2놈,카인,133799393.0
공헨,카인,140643298.0
마공점,카인,102863069.0
오월세시애,카인,85782027.0
좋아해엣,카인,60859201.0
동배,카인,49375443.0
넋물,카인,126037221.0
파융,카인,115342120.0
반계근린공원,카인,66922825.0
본캐용카인31,카인,139865043.0
뱃금,카인,91782571.0
우호적무관심,카인,79747553.0
타대,카인,282085392.0
모기먹기,카인,132392783.0
골킹,카인,115614234.0
자루야까맹아,카인,92184255.0
힘효,카인,88200067.0
Lr는혀니,카인,241184990.0
히츠나,카인,124097907.0
극오,카인,192622679.0
저색,카인,128509266.0
쥐난카인,카인,109136001.0
나는야띄랑,카인,142824859.0
송토트,카인,132153864.0
꼬쿠,카인,17382477.0
그랩,카인,128532715.0
탄천,카인,18249636.0
전자양,카인,175944464.0
카인댄디담,카인,384523897.0
저금자,카인,95079534.0
아웅따웅,카인,156751000.0
여름여름12,카인,32195053.0
덱뎐,카인,215028960.0
연발슈터,카인,71591763.0
동준왕자님,카인,119349162.0
성촹,카인,20517794.0
드문밤,카인,141261251.0
뮤미닝,카인,195571096.0
욕지도갑판병,카인,121256637.0
도시농부,카인,117457942.0
미소천사유나,카인,34477761.0
적여룡,카인,84729450.0
Soon카인,카인,90413545.0
악나타,카인,135738702.0
체즈노,카인,96273964.0
얹듭,카인,124112570.0
헤혠,카인,107463579.0
ASMML,카인,43366885.0
명품효과,카인,31047387.0
유나뿌꾸,카인,27774408.0
싸갈,카인,89053329.0
HTTP417Err,카인,245234905.0
인우름,카인,150106190.0
RA보들,카인,34634923.0
짐니와지예,카인,67787076.0
인료월,카인,85299820.0
불꽃페미카인,카인,119769847.0
꾸버의카인,카인,77884436.0
낭만굴비,카인,94932040.0
어추명,카인,26168651.0
김치지존,카인,85439050.0
거인병,카인,124555661.0
나는슬림,카인,199918473.0
칸머,카인,95085888.0
지옥배출,카인,185318057.0
카슈트인,카인,109773840.0
짱짱짱쎈카인,카인,31580673.0
3인칭,카인,66149161.0
목산,카인,139773645.0
아나이뚜,카인,133868493.0
인포춘,카인,145810116.0
가득찬Go카인,카인,154750360.0
채소쿵,카인,170812846.0
적폐내부고발,카인,80233460.0
채위,카인,26712783.0
오몽쓰,카인,192412592.0
까인기,카인,105680833.0
닉할게없우,카인,210104702.0
뚜와,카인,102578114.0
카카애쉬,카인,51701778.0
braininvader,카인,132429840.0
표식창,카인,82979411.0
흑염롱,카인,147092004.0
q범이o,카인,56692047.0
엘굳,카인,84630347.0
댕환,카인,260563805.0
안싱싱한카인,카인,77988451.0
Rank,카인,130451390.0
틀니에구멍,카인,109030753.0
설아희서,카인,140448320.0
라같네,카인,233329226.0
이타적인카인,카인,168860269.0
롯같어,카인,0.0
이중오소리,카인,93205156.0
낮선생,카인,138486283.0
빈임,카인,72855585.0
초록눈의아이,카인,115601521.0
SJ월향,카인,110069281.0
얏카인,카인,43860729.0
백지종이,카인,108810287.0
러클카인,카인,120104617.0
토게눈나,카인,84340334.0
한발자국,카인,62600302.0
무가하세,카인,80526820.0
햐요,카인,140362982.0
사과잼오리,카인,86331180.0
환이환이야,카인,224700193.0
데리바리,카인,205400749.0
스즈알드,카인,87848673.0
Bess,카인,160294261.0
짱교잉,카인,40651270.0
코케코인,카인,23126670.0
카인이었던것,카인,19036251.0
클랑,카인,106356231.0
읏되는카읏,카인,75388452.0
뿌지,카인,67033370.0
헌댕,카인,131984549.0
꿀꿀이주인,카인,59473419.0
마라민트라면,카인,73165223.0
푸른바닷가v,카인,38284508.0
충무김대호,카인,57641789.0
민어카인,카인,125022455.0
D지고싶나요,카인,82241779.0
투빡꿍이,카인,119720903.0
소푸빈,카인,121311903.0
오랑찌곰,카인,135893866.0
앙마M,카인,102506032.0
진뽀미씨죠,카인,66937003.0
티빙같이볼래,카인,136066716.0
가됴,카인,106235179.0
강철뿌꾸,카인,33041885.0
한글정음,카인,74150548.0
덕쭈,카인,60298990.0
수협,카인,138366288.0
나다으니카인,카인,116027682.0
키칫,카인,124270384.0
L우기카인,카인,64217565.0
카인쫏,카인,22487888.0
S유나2,카인,25084876.0
보미랑시아,카인,66749744.0
웰컴,카인,221615389.0
임체웅,카인,212379744.0
몽쉘맛,카인,219590562.0
천원2,카인,63690281.0
칸닭,카인,44846179.0
카잉속,카인,29178826.0
흑탬,카인,117393163.0
업구기,카인,139466320.0
츄록키,카인,123276774.0
적핀,카인,214570090.0
회양,카인,41240074.0
진라면카인맛,카인,81203824.0
카인메알,카인,127401295.0
서기카인,카인,13163889.0
벌쳐는정라덴,카인,121254928.0
최붉은늑대,카인,43992277.0
컨스텔,카인,91926788.0
타버린빤쮸,카인,99487747.0
히트쭁,카인,106809684.0
카인사기에오,카인,121702790.0
카놀라유나,카인,42389633.0
김동핥,카인,172743941.0
됴왠,카인,101331448.0
테비,카인,107706813.0
깅데함,카인,192683466.0
태허,카인,174792923.0
호팸,카인,104205374.0
코이먼,카인,103652821.0
칸틀니,카인,71372100.0
별빛진밤,카인,18961293.0
세그레도,카인,116777116.0
한빈킹,카인,128299717.0
동탄김탄,카인,110644111.0
효빔,카인,101575162.0
시쮜,카인,129340045.0
그의수류탄,카인,114621742.0
디넌,카인,92065627.0
캔디남작,카인,74458057.0
빠른한판,카인,111704672.0
먼치쨩,카인,73006775.0
뚱스탑니다,카인,84296839.0
만두카인,카인,76293201.0
뿡꼬,카인,242265013.0
구자도,카인,104512860.0
운좋은희,카인,111274992.0
은페어,카인,78352883.0
시옐,카인,87474626.0
카인했찡,카인,137914134.0
푼푸,카인,55073158.0
인성이,카인,78554436.0
햇쌀꽈배기,카인,110247651.0
골든스코어,카인,57368803.0
빠삐코포도,카인,164586300.0
무거운어깨,카인,152720886.0
어뭉,카인,86685819.0
진도준1,카인,125580075.0
양날의카인,카인,87052318.0
환환,카인,110214235.0
느끼J,카인,107152344.0
쿠우모,카인,85675006.0
샌핑,카인,193597416.0
냥낭낭냥냥낭,카인,53232869.0
Cheoreong,카인,106346116.0
3513613,카인,6156343.0
제프,카인,278520353.0
씩가,카인,109728452.0
슈헤이,카인,142733427.0
진세이렌,카인,18742474.0
시녕쾅,카인,71217635.0
강연탄,카인,87995042.0
게너,카인,51466698.0
첫우주,카인,109615825.0
호긍,카인,238129020.0
홍련화,카인,0.0
라키티치,카인,74214822.0
검은토곰,카인,161542736.0
delayapple,카인,132295355.0
다크하,카인,106133460.0
으랭인,카인,79730415.0
스틸끄정,카인,87852006.0
악귀출몰구역,카인,136854299.0
e미잃은물개,카인,16727380.0
한혁카인,카인,52241787.0
안심사냥꾼,카인,158418715.0
망겜메좁,카인,144790408.0
분내헌터,카인,95618847.0
겜수,카인,81537740.0
성민안,카인,66016534.0
넝첩,카인,141731964.0
